BidId,TrafficType,PublisherId,AppSiteId,AppSiteCategory,Position,BidFloor,Timestamp,Age,Gender,OS,OSVersion,Model,Manufacturer,Carrier,DeviceType,DeviceId,DeviceIP,Country,Latitude,Longitude,Zipcode,GeoType,CampaignId,CreativeId,CreativeType,CreativeCategory,ExchangeBid,Outcome
33ea99afaeefebe58e68c0d822456be2643ea10b,app,9f9e722a5209569959fc30193020ebffa5d0f13e,f3f447abf6aa15def97ddbcc0f8694eb8d8a4839,Arts & Entertainment,Above the Fold,0.0,1445993241,54,F,Android,5.1,0,ZTE,0,Mobile/Tablet,0,aa920e9a495db2d75cfc9f3664351b1263053f09,USA,33.9,-86.3,35120,GPS,61863,831042,2,Financial Planning#Investing,0.06,0
22108300ad8be2fa84ebea562e8cafb9f93d0629,app,7ba4d649042a1a655f3a3ba02267fa1ab66d17e7,63a4d08fdc16944f469598cd8694cc858a5377a7,Arts & Entertainment,Above the Fold,0.0,1445993695,20,F,iOS,9.1,Apple iPhone,Apple,Telkomsel,Mobile/Tablet,0,849d6d06792a1cd76bc468ad17f43f504ccaa2bf,IDN,-8.6,115.2,0,IP,66591,866166,2,Advertising#Comparison,0.09,w
14c662a6bceea0186701b197a5dd2a88f82866ad,app,1ab335267bb1f1691652228eddff9ccf32ecd096,5f2f6b89b21e2862a1b036b5001633fa79470e09,Society,Above the Fold,0.0,1445990709,18,F,iOS,8.4,Apple iPad,Apple,0,Mobile/Tablet,508ce9850a54e48ac673544db4356c444007c61b,ccc2cf61c2576820cc72a6cace2fa7b828e5d0ef,USA,38.0,-97.0,67123,User,54351,389378,2,Hotels#Advertising,0.15,0
6adb191657dd882ed57f388ab2a0c9c2cae65437,app,7ba4d649042a1a655f3a3ba02267fa1ab66d17e7,a9fe9aff8929976f110b27a8aef236516adaa6d6,Arts & Entertainment,Above the Fold,0.0,1445991025,23,F,iOS,0,Apple iPhone,Apple,Verizon Wireless,Mobile/Tablet,0,1ed360381c452ee32f2948ae81a0e727ea5c18d9,USA,39.9,-75.0,08107,GPS,69487,867828,2,Beauty,0.2,0
5801982e6035dca071a5ad9a5c741767e13231f7,app,1ab335267bb1f1691652228eddff9ccf32ecd096,9e2f564ea8403f0e8a36366bcc4d29b2b86bd299,Society,Above the Fold,0.0,1445992934,72,F,Android,4.4,0,HTC,Verizon Wireless,Phone,0,1ce75a86ceafbff20b599665ee24b979887c64b9,USA,26.2,-80.1,0,User,57103,835108,2,Air Travel#Business Travel,0.02,0
2abeb426e51db9683dd882a1b5451cf22746029a,app,1ab335267bb1f1691652228eddff9ccf32ecd096,0433d752a493257628969d62ca9ddfb986be6246,Technology & Computing,Footer,0.0,1445992802,19,F,Android,2.2,Samsung GT-P1000,Samsung,3,Tablet,4026e982e356b8aff02caa2601c6bcb17fb5c645,aa99c50e0809f6f0d7112f9fb8a23c75a6ba9427,IDN,3.6,98.7,0,User,66591,866164,1,Advertising#Comparison,0.09,0
2d055bf47feac4766f1172e54f93e37d3203689c,app,1ab335267bb1f1691652228eddff9ccf32ecd096,9e2f564ea8403f0e8a36366bcc4d29b2b86bd299,Society,Above the Fold,0.0,1445992689,24,F,Android,5.1,0,Kyocera,T-Mobile,Mobile/Tablet,0,c1380c733e8e3f3a812d57d3069f39c6bd73c7b4,USA,32.8,-96.9,0,User,57139,835106,2,Air Travel#Business Travel,0.02,0
1627040f6e95bf5749d3dc94043f046f2dc3fd57,app,9f9e722a5209569959fc30193020ebffa5d0f13e,f3f447abf6aa15def97ddbcc0f8694eb8d8a4839,Arts & Entertainment,Above the Fold,0.0,1445991297,14,F,Android,5.1,0,Samsung,T-Mobile,Mobile/Tablet,0,14dd8e3b74bdeccf2bb96c489256627a4e6ed84a,USA,40.0,-75.2,0,User,61863,831042,2,Financial Planning#Investing,0.06,0
e6dfbf17f9dea01b9c1b760907c57793292cccec,app,b2f4d576226ba0fd0e4ccd1ac29093b55eaacf33,32cd386bca373f3800e2b80a27658af05a53dea0,Society,Above the Fold,0.0,1445991185,23,F,Android,4.4,0,Samsung,Excelcomindo,Phone,0,b53e134e793dfb4692eca13b8b0d179a5453a8cc,IDN,-6.2,106.8,0,User,66591,866168,2,Advertising#Comparison,0.01,0
ead9c693e15c744835ecaf4caa5d9c2e0cc1b208,app,1ab335267bb1f1691652228eddff9ccf32ecd096,9e2f564ea8403f0e8a36366bcc4d29b2b86bd299,Society,Above the Fold,0.0,1445992125,19,F,iOS,9.1,Apple iPhone,Apple,0,Mobile/Tablet,5932d3d365ff344133033f9699244b8f4b1a2765,d9ecca173007128d5e209b5bfae0afb185577f1a,IDN,-6.1,106.8,0,GPS,69231,867172,2,Buying/Selling Cars#Performance Vehicles,0.87,w
b1ceac29af233a49e0f55657fb55c9e91219bcd6,app,9f9e722a5209569959fc30193020ebffa5d0f13e,f3f447abf6aa15def97ddbcc0f8694eb8d8a4839,Arts & Entertainment,Above the Fold,0.0,1445992659,43,F,Android,2.0,0,0,Verizon Wireless,Mobile/Tablet,050ff684f882e701ac45807cf46d0c88753c88b4,27f60ca9f3d34d2aeb53485aef38629485077991,USA,38.9,-76.9,20785,User,54351,389380,2,Hotels#Advertising,0.09,0
c5e335f868edb3053f680120e3506b32d8882fff,site,72cdc10800472953cbee41ff47ea775ddc48a506,9454d4d078cee46870cc368997220a1a25b8bb66,Arts & Entertainment,Above the Fold,0.0,1445993572,0,F,Android,5.1,0,LG,0,Mobile/Tablet,0,1c5e8d58ad1eb8239b9c654502374196fd6aa6cc,USA,33.7,-84.8,30187,User,61863,831042,2,Financial Planning#Investing,0.07,0
8a2c0dc3c9e6a45a269db3ffab1f8b251bdf8409,app,1ab335267bb1f1691652228eddff9ccf32ecd096,9e2f564ea8403f0e8a36366bcc4d29b2b86bd299,Society,Above the Fold,0.0,1445993871,27,F,Android,4.4,Samsung SCH-I435,Samsung,Verizon Wireless,Phone,0,e970b984c65c3e677795334db6ee5ce8884be33c,USA,28.0,-81.7,0,User,61863,831042,2,Financial Planning#Investing,0.06,0
